State,County,Violent,Murder,"Forcible rape",Robbery,"Aggravated assault","Property crime",Burglary,"Larceny-theft","Motor vehicle theft",Arson
KENTUCKY,Hickman,2,0,0,0,2,20,7,10,3,0
KENTUCKY,Hopkins,18,1,4,3,10,263,116,123,24,1
KENTUCKY,Jackson,0,0,0,0,0,47,21,21,5,0
KENTUCKY,Johnson,7,2,1,1,3,95,51,38,6,0
KENTUCKY,Knox,9,0,0,4,5,238,165,55,18,2
KENTUCKY,Laurel,25,1,3,9,12,473,236,196,41,0
KENTUCKY,Lawrence,4,0,0,0,4,69,32,27,10,0
KENTUCKY,Lee,1,0,0,1,0,11,1,9,1,0
KENTUCKY,Letcher,4,1,1,0,2,92,46,42,4,0
KENTUCKY,Lewis,2,0,1,0,1,48,26,21,1,1
KENTUCKY,Lincoln,5,1,0,2,2,63,27,22,14,0
KENTUCKY,Livingston,6,0,3,0,3,86,27,49,10,1
KENTUCKY,Logan,12,1,1,4,6,136,70,56,10,3
KENTUCKY,Lyon,1,0,0,0,1,25,8,16,1,0
KENTUCKY,Madison,14,0,5,2,7,480,201,263,16,1
KENTUCKY,Magoffin,3,1,0,0,2,20,8,11,1,0
KENTUCKY,Marion,2,0,1,0,1,64,31,24,9,0
KENTUCKY,Marshall,21,0,3,3,15,318,129,165,24,2
KENTUCKY,Martin,10,0,0,1,9,91,28,45,18,0
KENTUCKY,Mason,5,0,1,0,4,113,56,55,2,0
KENTUCKY,McCracken,35,0,14,8,13,505,176,304,25,0
KENTUCKY,McCreary,9,0,1,7,1,89,54,30,5,2
KENTUCKY,Menifee,0,0,0,0,0,32,7,21,4,0
KENTUCKY,Mercer,3,0,1,1,1,63,35,21,7,0
KENTUCKY,Metcalfe,0,0,0,0,0,56,22,27,7,0
KENTUCKY,Monroe,2,0,0,0,2,0,0,0,0,0
KENTUCKY,Montgomery,21,0,2,7,12,539,275,238,26,0
KENTUCKY,Muhlenberg,5,0,2,0,3,40,22,8,10,1
KENTUCKY,Nelson,18,0,4,4,10,196,95,85,16,2
KENTUCKY,Nicholas,1,0,0,0,1,19,10,6,3,0
KENTUCKY,Ohio,19,1,3,0,15,190,104,67,19,4
KENTUCKY,Owen,0,0,0,0,0,54,38,15,1,0
KENTUCKY,Owsley,0,0,0,0,0,20,4,15,1,0
KENTUCKY,Perry,2,0,0,0,2,26,15,9,2,0
KENTUCKY,Perry County Police Department,0,0,0,0,0,4,1,2,1,0
KENTUCKY,Pike,0,0,0,0,0,16,6,9,1,0
KENTUCKY,Powell,1,0,0,0,1,99,51,43,5,0
KENTUCKY,Pulaski,17,1,4,4,8,664,328,315,21,2
KENTUCKY,Rockcastle,1,0,0,1,0,78,52,23,3,0
KENTUCKY,Rowan,4,0,1,1,2,54,8,45,1,0
KENTUCKY,Russell,2,0,0,1,1,47,23,18,6,0
KENTUCKY,Simpson,12,0,4,2,6,115,52,56,7,0
KENTUCKY,Taylor,13,0,4,2,7,204,106,92,6,1
KENTUCKY,Todd,4,0,0,2,2,79,42,31,6,0
KENTUCKY,Union,9,0,3,0,6,43,19,21,3,2
KENTUCKY,Washington,0,0,0,0,0,23,17,5,1,0
KENTUCKY,Wayne,1,0,0,0,1,15,9,4,2,0
KENTUCKY,Webster,0,0,0,0,0,10,4,4,2,0
KENTUCKY,Whitley,17,1,1,4,11,152,94,45,13,1
KENTUCKY,Wolfe,0,0,0,0,0,33,16,15,2,0
LOUISIANA,Ascension2   ,,0,21,42,,,656,2069,,
LOUISIANA,Bossier2    ,,0,1,2,,,65,431,,
LOUISIANA,Caddo2            ,,0,7,8,,,223,621,,
LOUISIANA,Calcasieu2        ,,0,56,31,,,1275,2544,,
LOUISIANA,Cameron2           ,,0,1,0,,,26,90,,
LOUISIANA,De Soto,309,2,0,7,300,376,67,256,53,
LOUISIANA,East Baton Rouge,371,18,6,237,110,8193,1802,6225,166,
LOUISIANA,East Feliciana,1,0,0,0,1,38,10,24,4,
LOUISIANA,Iberia2               ,,0,14,69,,,562,1165,,
LOUISIANA,Iberville,292,5,6,18,263,657,170,468,19,0
LOUISIANA,Jefferson,1651,33,64,412,1142,12479,2568,9128,783,87
LOUISIANA,Lafayette,388,3,21,44,320,1630,507,1009,114,14
LOUISIANA,Lafourche,112,3,0,17,92,1848,616,1164,68,1
LOUISIANA,Livingston,370,1,9,23,337,2324,729,1504,91,0
LOUISIANA,Ouachita,183,6,8,28,141,2688,817,1784,87,5
LOUISIANA,Pointe Coupee,105,0,3,4,98,313,109,183,21,
LOUISIANA,Rapides2            ,,0,23,14,,,605,1095,,
LOUISIANA,St. Bernard,94,0,7,33,54,667,133,499,35,5
LOUISIANA,St. Charles,265,2,8,32,223,1605,409,1118,78,18
LOUISIANA,St. Helena,54,0,1,2,51,247,87,140,20,0
LOUISIANA,St. John the Baptist,61,8,3,26,24,1308,423,812,73,1
LOUISIANA,St. Martin,127,2,6,14,105,675,120,548,7,
LOUISIANA,St. Tammany,261,7,15,15,224,2564,651,1755,158,13
LOUISIANA,Tangipahoa,732,7,44,53,628,3724,1384,2151,189,1
LOUISIANA,Terrebonne,221,3,19,41,158,2625,483,1963,179,3
LOUISIANA,Union,35,0,0,0,35,28,11,17,0,0
LOUISIANA,Vermilion,86,1,12,7,66,772,248,495,29,
LOUISIANA,Webster,69,0,11,2,56,195,97,80,18,0
LOUISIANA,West Baton Rouge,75,3,2,6,64,610,65,512,33,0
LOUISIANA,West Feliciana2     ,,0,6,2,,135,24,111,0,
LOUISIANA,Allen,18,0,1,2,15,201,57,144,0,0
LOUISIANA,Assumption,87,2,13,7,65,407,96,290,21,3
LOUISIANA,Avoyelles,152,1,28,4,119,531,176,342,13,2
LOUISIANA,Bienville,54,0,4,5,45,188,60,118,10,0
LOUISIANA,Caldwell,24,0,0,1,23,269,86,175,8,3
LOUISIANA,Catahoula,24,3,1,7,13,91,30,58,3,
LOUISIANA,Claiborne,55,0,9,2,44,294,87,175,32,3
LOUISIANA,Concordia,59,2,2,2,53,236,62,158,16,0
LOUISIANA,Evangeline2         ,,0,3,2,,,75,287,,
LOUISIANA,Franklin,50,0,3,0,47,164,39,111,14,0
LOUISIANA,La Salle,53,0,1,0,52,90,20,63,7,0
LOUISIANA,Lincoln,28,1,6,1,20,251,85,162,4,0
LOUISIANA,Madison2         ,,0,0,2,,,19,65,,
LOUISIANA,Morehouse2        ,,0,0,1,,,11,,0,
LOUISIANA,Natchitoches,65,3,1,5,56,595,109,447,39,0
LOUISIANA,Red River,52,0,0,1,51,101,14,75,12,0
LOUISIANA,Richland,10,0,1,0,9,214,35,169,10,0
LOUISIANA,St. Landry,68,0,6,12,50,747,297,415,35,0
LOUISIANA,St. Mary,160,0,11,20,129,925,223,644,58,1
LOUISIANA,Vernon,84,1,11,4,68,713,53,586,74,9
LOUISIANA,Washington,89,2,10,3,74,838,263,536,39,0
LOUISIANA,West Carroll,65,0,0,0,65,344,49,285,10,3
LOUISIANA,Winn,5,0,0,0,5,88,31,45,12,
MAINE,Androscoggin,11,0,8,2,1,239,106,129,4,2
MAINE,Cumberland,29,0,2,7,20,775,312,425,38,7
MAINE,Penobscot,11,0,2,6,3,616,219,365,32,0
MAINE,Sagadahoc,3,0,1,1,1,180,71,103,6,0
MAINE,York,30,0,4,3,23,383,129,231,23,1
MAINE,Aroostook,1,0,0,0,1,68,26,38,4,1
MAINE,Franklin,8,0,5,1,2,96,32,61,3,0
MAINE,Hancock,2,0,0,1,1,246,47,196,3,0
MAINE,Kennebec,20,0,11,2,7,425,162,242,21,1
MAINE,Knox,13,0,0,1,12,282,79,188,15,0
MAINE,Lincoln,31,0,6,2,23,305,117,181,7,2
MAINE,Oxford,19,0,9,4,6,355,125,220,10,1
MAINE,Piscataquis,4,0,0,2,2,105,59,43,3,0
MAINE,Somerset,21,0,10,3,8,376,156,209,11,0
MAINE,Waldo,13,0,2,1,10,242,104,130,8,1
MAINE,Washington,25,0,0,0,25,159,63,88,8,0
MARYLAND,Allegany,49,0,2,6,41,311,96,204,11,0
MARYLAND,Anne Arundel,0,0,0,0,0,0,0,0,0,0
MARYLAND,Baltimore County,0,0,0,0,0,0,0,0,0,0
MARYLAND,Baltimore County Police Department,4145,24,145,1367,2609,23327,4061,17704,1562,252
MARYLAND,Calvert,100,2,7,20,71,1492,351,1101,40,0
MARYLAND,Carroll,97,0,18,10,69,1097,405,659,33,0
MARYLAND,Cecil,166,0,21,25,120,885,319,510,56,0
MARYLAND,Charles,536,6,32,145,353,3062,581,2302,179,0
MARYLAND,Frederick,182,0,22,13,147,1450,278,1121,51,15
MARYLAND,Harford,487,2,43,100,342,2451,779,1542,130,4
MARYLAND,Howard,0,0,0,0,0,0,0,0,0,0
MARYLAND,Howard County Police Department,574,4,34,177,359,6410,1185,4913,312,62
MARYLAND,Montgomery,0,0,0,0,0,0,0,0,0,0
MARYLAND,Montgomery County Police Department,1795,14,102,829,850,16695,2600,13083,1012,224
MARYLAND,Prince George's,73,0,0,0,73,0,0,0,0,0
MARYLAND,Prince George's County Police Department,3955,49,145,1996,1765,24192,4758,15115,4319,142
MARYLAND,Queen Anne's,57,1,2,3,51,618,131,472,15,4
MARYLAND,Somerset,6,1,0,0,5,39,6,32,1,0
MARYLAND,St. Mary's,210,0,11,48,151,2433,691,1665,77,3
MARYLAND,Washington,155,0,7,21,127,1332,423,835,74,0
MARYLAND,Wicomico,81,2,4,18,57,794,254,505,35,5
MARYLAND,Worcester,30,1,2,3,24,165,42,122,1,0
MARYLAND,Caroline,25,1,2,8,14,389,156,218,15,0
MARYLAND,Dorchester,22,0,3,0,19,251,78,161,12,0
MARYLAND,Garrett,30,1,0,2,27,321,74,231,16,0
MARYLAND,Kent,31,0,3,5,23,144,60,82,2,0
MARYLAND,Talbot,13,0,1,3,9,235,92,139,4,1
MICHIGAN,Bay,44,0,8,5,31,704,123,549,32,3
MICHIGAN,Berrien,91,2,14,6,69,640,195,416,29,2
MICHIGAN,Clinton,10,0,4,1,5,182,68,100,14,1
MICHIGAN,Ingham,93,1,13,5,74,670,199,441,30,6
MICHIGAN,Jackson,103,4,9,5,85,589,161,406,22,2
MICHIGAN,Kent,357,1,58,57,241,3031,886,2039,106,13
MICHIGAN,Lapeer,51,0,15,2,34,388,125,244,19,1
MICHIGAN,Livingston,42,0,18,4,20,792,189,553,50,3
MICHIGAN,Macomb,308,0,48,38,222,2259,441,1668,150,20
MICHIGAN,Midland,52,1,25,0,26,415,132,275,8,3
MICHIGAN,Monroe,209,4,41,58,106,2614,708,1738,168,23
MICHIGAN,Montcalm,43,1,11,1,30,459,141,301,17,4
MICHIGAN,Muskegon,46,0,8,1,37,821,217,575,29,5
MICHIGAN,Oakland,1025,19,66,204,736,5412,1697,3379,336,82
MICHIGAN,Ottawa,319,2,118,21,178,3427,919,2439,69,24
MICHIGAN,Saginaw,91,0,11,15,65,621,167,416,38,1
MICHIGAN,St. Clair,134,2,21,8,103,1380,348,958,74,17
MICHIGAN,Washtenaw,446,1,66,67,312,2217,878,1172,167,29
MICHIGAN,Wayne,0,0,0,0,0,1,0,1,0,0
MICHIGAN,Alcona,13,0,2,0,11,198,69,127,2,0
MICHIGAN,Alger,1,0,0,0,1,5,1,4,0,1
MICHIGAN,Allegan,93,0,18,2,73,900,264,606,30,3
MICHIGAN,Alpena,1,0,0,0,1,75,21,54,0,0
MICHIGAN,Antrim,22,0,7,0,15,264,81,161,22,0
MICHIGAN,Arenac,17,0,3,1,13,188,66,110,12,3
MICHIGAN,Baraga,2,0,0,0,2,17,2,15,0,0
MICHIGAN,Branch,21,0,6,0,15,242,102,134,6,0
MICHIGAN,Charlevoix,10,0,6,0,4,140,25,107,8,2
MICHIGAN,Cheboygan,15,0,9,0,6,122,60,59,3,1
MICHIGAN,Chippewa,10,0,1,0,9,114,48,62,4,3
MICHIGAN,Crawford,25,0,5,0,20,153,71,76,6,0
MICHIGAN,Emmet,22,0,8,0,14,228,43,182,3,1
MICHIGAN,Gladwin,24,1,6,1,16,222,108,108,6,2
MICHIGAN,Gogebic,4,1,0,0,3,99,11,84,4,3
MICHIGAN,Grand Traverse,107,0,36,8,63,848,194,621,33,5
MICHIGAN,Gratiot,9,0,6,0,3,207,50,149,8,1
MICHIGAN,Houghton,2,0,0,0,2,96,16,78,2,0
MICHIGAN,Huron,15,0,6,0,9,207,77,123,7,0
MICHIGAN,Ionia,29,1,12,1,15,376,122,231,23,4
MICHIGAN,Iosco,1,0,0,0,1,15,4,10,1,1
MICHIGAN,Iron,9,0,1,0,8,56,25,29,2,0
MICHIGAN,Isabella,45,1,10,1,33,415,122,277,16,2
MICHIGAN,Kalkaska,23,0,11,1,11,383,131,237,15,1
MICHIGAN,Keweenaw,0,0,0,0,0,26,10,14,2,1
MICHIGAN,Luce,4,0,2,0,2,25,4,21,0,0
MICHIGAN,Mackinac,3,0,0,0,3,89,30,56,3,0
MICHIGAN,Manistee,23,1,4,2,16,136,31,101,4,1
MICHIGAN,Marquette,7,1,4,0,2,188,29,151,8,1
MICHIGAN,Mason,38,2,19,1,16,501,93,391,17,3
MICHIGAN,Mecosta,193,0,6,0,187,464,119,329,16,3
MICHIGAN,Menominee,15,0,6,0,9,162,69,91,2,0
MICHIGAN,Montmorency,3,0,1,0,2,24,21,3,0,0
MICHIGAN,Oceana,20,2,6,2,10,278,102,168,8,1
MICHIGAN,Ogemaw,21,0,1,1,19,247,93,139,15,2
MICHIGAN,Ontonagon,2,0,0,0,2,18,8,10,0,1
MICHIGAN,Osceola,16,0,2,2,12,184,48,126,10,1
MICHIGAN,Oscoda,13,0,1,0,12,232,83,139,10,1
MICHIGAN,Otsego,8,0,5,0,3,38,10,26,2,1
MICHIGAN,Presque Isle,5,0,0,0,5,61,35,26,0,1
MICHIGAN,Roscommon,21,0,7,2,12,224,62,158,4,2
MICHIGAN,Sanilac,30,0,5,1,24,245,92,142,11,5
MICHIGAN,Shiawassee,55,1,13,5,36,441,110,318,13,2
MICHIGAN,Tuscola,39,0,14,1,24,353,133,203,17,1
MINNESOTA,Anoka,,0,,2,44,1448,320,1068,60,5
MINNESOTA,Benton,,0,,0,3,204,48,143,13,2
MINNESOTA,Blue Earth,,0,,0,7,156,42,102,12,1
MINNESOTA,Carlton,,0,,0,7,250,65,176,9,5
MINNESOTA,Carver,,1,,4,21,749,126,601,22,3
MINNESOTA,Clay,,0,,0,3,93,33,55,5,1
MINNESOTA,Dakota,,0,,0,28,184,57,87,40,1
MINNESOTA,Dodge,,0,,1,29,236,43,181,12,0
MINNESOTA,Fillmore,,0,,1,7,121,42,72,7,1
MINNESOTA,Hennepin,,0,,2,13,100,5,92,3,0
MINNESOTA,Houston,,0,,0,11,70,25,39,6,0
MINNESOTA,Isanti,,0,,0,9,273,63,187,23,0
MINNESOTA,Le Sueur,,0,,0,2,121,25,89,7,0
MINNESOTA,Mille Lacs,,0,,6,45,672,178,448,46,3
MINNESOTA,Nicollet,,0,,0,4,97,23,65,9,0
MINNESOTA,Olmsted,,1,,0,16,386,149,207,30,6
MINNESOTA,Polk,,0,,1,20,222,69,146,7,11
MINNESOTA,Ramsey,,0,,0,5,35,5,27,3,0
MINNESOTA,Scott,,0,,0,5,20,6,13,1,0
MINNESOTA,Sherburne,,0,,1,18,509,109,365,35,0
MINNESOTA,Sibley,,0,,0,0,0,0,0,0,0
MINNESOTA,Stearns,,3,,3,17,442,90,332,20,3
MINNESOTA,St. Louis,,0,,2,36,711,273,385,53,10
MINNESOTA,Wabasha,,0,,0,3,53,12,38,3,1
MINNESOTA,Washington,,0,,0,20,960,222,695,43,5
MINNESOTA,Wright,,0,,7,44,1828,169,1587,72,7
MINNESOTA,Aitkin,,0,,2,12,456,181,246,29,0
MINNESOTA,Becker,,0,,0,13,123,35,60,28,0
MINNESOTA,Beltrami,,0,,6,30,422,138,270,14,5
MINNESOTA,Big Stone,,0,,0,0,53,13,37,3,0
MINNESOTA,Brown,,0,,0,0,11,4,7,0,0
MINNESOTA,Cass,,3,,1,18,1059,216,785,58,2
MINNESOTA,Chippewa,,0,,0,5,30,4,25,1,0
MINNESOTA,Clearwater,,0,,1,0,97,43,47,7,0
MINNESOTA,Cook,,0,,0,2,173,17,152,4,0
MINNESOTA,Cottonwood,,0,,0,0,55,14,41,0,0
MINNESOTA,Crow Wing,,1,,2,20,523,194,307,22,2
MINNESOTA,Douglas,,1,,0,8,185,66,107,12,3
MINNESOTA,Faribault,,0,,0,1,60,28,28,4,0
MINNESOTA,Freeborn,,0,,0,7,146,31,106,9,0
MINNESOTA,Goodhue,,0,,0,14,257,70,164,23,1
MINNESOTA,Grant,,0,,0,2,96,37,52,7,0
MINNESOTA,Hubbard,,0,,0,5,229,83,135,11,0
MINNESOTA,Itasca,,0,,0,24,359,72,283,4,0
MINNESOTA,Jackson,,0,,1,5,85,11,72,2,0
MINNESOTA,Kanabec,,0,,1,36,357,104,226,27,3
MINNESOTA,Kandiyohi,,0,,0,7,344,83,240,21,2
MINNESOTA,Kittson,,0,,0,1,22,6,15,1,0
MINNESOTA,Koochiching,,0,,0,7,102,34,55,13,0
MINNESOTA,Lac Qui Parle,,0,,0,0,38,9,26,3,0
MINNESOTA,Lake,,0,,0,3,33,14,17,2,0
MINNESOTA,Lake of the Woods,,0,,0,1,15,7,8,0,1
MINNESOTA,Lincoln,,0,,0,6,20,4,16,0,0
MINNESOTA,Lyon,,0,,0,3,37,14,20,3,1
MINNESOTA,Mahnomen,,0,,0,14,114,36,74,4,0
MINNESOTA,Martin,,0,,0,1,31,13,14,4,0
MINNESOTA,McLeod,,0,,0,7,115,43,63,9,0
MINNESOTA,Meeker,,0,,0,8,286,63,207,16,0
MINNESOTA,Morrison,,2,,0,2,211,38,161,12,0
MINNESOTA,Mower,,0,,0,12,197,75,99,23,0
MINNESOTA,Murray,,0,,0,4,32,15,15,2,0
MINNESOTA,Nobles,,0,,1,2,23,11,9,3,0
MINNESOTA,Norman,,0,,0,0,0,0,0,0,0
MINNESOTA,Otter Tail,,1,,0,17,460,161,272,27,1
MINNESOTA,Pennington,,1,,0,0,51,10,36,5,1
MINNESOTA,Pine,,0,,2,46,1049,198,774,77,1
MINNESOTA,Pipestone,,0,,0,2,66,17,48,1,0
MINNESOTA,Pope,,0,,0,3,60,19,40,1,1
MINNESOTA,Red Lake,,0,,0,0,2,0,2,0,0
MINNESOTA,Redwood,,0,,0,2,44,9,32,3,0
MINNESOTA,Renville,,0,,0,2,100,27,71,2,1
MINNESOTA,Rice,,0,,2,7,160,60,92,8,2
MINNESOTA,Rock7,,0,,0,,64,9,52,3,0
MINNESOTA,Roseau,,1,,0,3,50,4,45,1,0
MINNESOTA,Steele,,0,,0,4,118,36,77,5,1
MINNESOTA,Stevens,,0,,0,3,30,10,20,0,0
MINNESOTA,Swift,,0,,0,0,24,9,10,5,0
MINNESOTA,Todd,,0,,0,17,215,70,136,9,1
MINNESOTA,Traverse,,0,,0,2,22,6,15,1,0
MINNESOTA,Wadena,,0,,0,6,72,24,43,5,0
MINNESOTA,Waseca,,0,,0,1,93,51,39,3,1
MINNESOTA,Watonwan,,0,,0,4,34,9,20,5,0
MINNESOTA,Wilkin,,0,,0,2,35,8,27,0,0
MINNESOTA,Winona,,0,,1,3,95,12,76,7,4
MINNESOTA,Yellow Medicine,,0,,0,3,19,7,11,1,1
MISSISSIPPI,Harrison,43,5,5,11,22,1155,410,682,63,7
MISSISSIPPI,Hinds,34,3,1,5,25,469,230,183,56,5
MISSISSIPPI,Jackson,132,1,24,20,87,1618,519,976,123,3
MISSISSIPPI,Madison,34,1,6,3,24,405,150,228,27,0
MISSISSIPPI,Rankin,38,3,2,6,27,638,134,456,48,8
MISSISSIPPI,Simpson,30,0,1,3,26,265,101,149,15,2
MISSISSIPPI,Tunica,36,4,10,13,9,504,77,379,48,1
MISSISSIPPI,Adams,21,1,0,4,16,372,143,228,1,1
MISSISSIPPI,Choctaw,12,0,2,0,10,57,16,40,1,0
MISSISSIPPI,Claiborne,24,2,5,3,14,227,126,80,21,4
MISSISSIPPI,Franklin,20,1,1,3,15,63,49,7,7,0
MISSISSIPPI,George,8,2,1,0,5,82,32,48,2,0
MISSISSIPPI,Greene,3,0,0,0,3,27,10,11,6,0
MISSISSIPPI,Grenada,20,0,0,0,20,128,67,50,11,0
MISSISSIPPI,Itawamba,28,1,2,0,25,226,69,143,14,0
MISSISSIPPI,Jefferson,22,0,1,0,21,42,12,30,0,1
MISSISSIPPI,Kemper,4,0,1,0,3,45,28,13,4,0
MISSISSIPPI,Lauderdale,41,2,9,10,20,612,330,242,40,3
MISSISSIPPI,Lee,46,0,3,7,36,652,243,383,26,20
MISSISSIPPI,Leflore,89,0,0,6,83,433,156,252,25,2
MISSISSIPPI,Lincoln,22,1,5,1,15,337,96,230,11,7
MISSISSIPPI,Marion,26,1,5,5,15,361,179,161,21,5
MISSISSIPPI,Panola,115,2,1,4,108,739,398,319,22,0
MISSISSIPPI,Pike,23,2,1,2,18,321,154,155,12,0
MISSISSIPPI,Tippah,9,0,0,0,9,6,1,5,0,0
MISSISSIPPI,Tishomingo,1,1,0,0,0,6,5,0,1,1
MISSISSIPPI,Union,5,0,0,1,4,203,78,112,13,4
MISSISSIPPI,Warren,15,0,5,2,8,277,75,173,29,0
MISSISSIPPI,Washington,19,2,2,4,11,463,126,274,63,0
MISSISSIPPI,Winston,8,1,2,0,5,26,8,17,1,0
MISSOURI,Andrew,5,1,0,0,4,92,32,57,3,0
MISSOURI,Bates,33,0,0,0,33,195,58,115,22,1
MISSOURI,Bollinger,12,1,0,0,11,79,33,44,2,0
MISSOURI,Boone,114,0,3,14,97,779,200,530,49,6
MISSOURI,Buchanan,20,0,0,2,18,247,71,163,13,4
MISSOURI,Caldwell,29,0,1,0,28,125,55,68,2,0
MISSOURI,Callaway,53,0,1,3,49,737,209,497,31,1
MISSOURI,Cape Girardeau,9,0,1,1,7,320,116,187,17,6
MISSOURI,Cass,46,1,6,1,38,367,94,244,29,1
MISSOURI,Christian,55,0,0,2,53,350,124,180,46,0
MISSOURI,Clay,36,2,7,2,25,235,96,112,27,6
MISSOURI,Clinton,22,1,0,0,21,117,31,79,7,3
MISSOURI,Cole,55,0,3,2,50,262,91,151,20,0
MISSOURI,De Kalb,7,0,0,0,7,70,22,37,11,0
MISSOURI,Franklin,50,2,1,2,45,561,147,371,43,0
MISSOURI,Greene,88,1,20,6,61,1737,524,1050,163,22
MISSOURI,Jackson,56,1,2,5,48,605,203,351,51,0
MISSOURI,Jasper,172,0,9,3,160,753,271,415,67,6
MISSOURI,Jefferson,303,5,23,12,263,2498,456,1844,198,17
MISSOURI,Lafayette,12,1,1,0,10,184,57,111,16,0
MISSOURI,Lincoln,57,0,0,0,57,297,123,151,23,0
MISSOURI,McDonald,122,1,1,3,117,274,83,171,20,5
MISSOURI,Moniteau,10,0,0,0,10,97,45,49,3,1
MISSOURI,Newton,74,3,17,4,50,909,254,575,80,16
MISSOURI,Osage,5,0,1,0,4,115,50,46,19,0
MISSOURI,Platte,55,2,3,1,49,353,87,240,26,4
MISSOURI,Polk,78,1,6,1,70,402,141,240,21,0
MISSOURI,Ray,37,0,4,0,33,198,71,113,14,3
MISSOURI,St. Charles,142,0,6,12,124,1039,280,726,33,9
MISSOURI,St. Louis County Police Department,1003,8,50,250,695,8465,1829,5929,707,47
MISSOURI,Warren,43,0,4,0,39,266,97,153,16,4
MISSOURI,Webster,14,3,0,0,11,304,156,111,37,8
MISSOURI,Adair,3,0,0,0,3,144,27,110,7,0
MISSOURI,Atchison,1,0,1,0,0,13,7,5,1,1
MISSOURI,Audrain,4,0,0,0,4,125,43,76,6,0
MISSOURI,Barry,54,0,5,1,48,488,186,266,36,5
MISSOURI,Benton,63,1,12,3,47,336,155,170,11,1
MISSOURI,Butler,100,0,11,7,82,672,177,460,35,0
MISSOURI,Camden,38,0,1,0,37,409,117,273,19,0
MISSOURI,Carroll,9,2,0,0,7,59,19,35,5,0
MISSOURI,Carter,2,0,0,0,2,32,10,18,4,1
MISSOURI,Cedar,26,0,4,0,22,125,51,69,5,0
MISSOURI,Chariton,23,0,1,0,22,62,18,41,3,0
MISSOURI,Clark,5,0,0,0,5,26,16,6,4,0
MISSOURI,Cooper,6,1,0,2,3,162,67,84,11,0
MISSOURI,Crawford,25,3,4,0,18,270,116,146,8,0
MISSOURI,Dade,6,0,0,0,6,47,39,3,5,1
MISSOURI,Daviess,4,0,0,0,4,84,35,40,9,1
MISSOURI,Dent,19,0,4,0,15,109,49,50,10,0
MISSOURI,Douglas,18,0,1,0,17,74,25,43,6,5
MISSOURI,Dunklin,33,0,2,1,30,265,79,166,20,4
MISSOURI,Gasconade,16,0,0,1,15,159,59,83,17,3
MISSOURI,Gentry,0,0,0,0,0,37,12,24,1,0
MISSOURI,Grundy,5,1,0,0,4,71,26,43,2,0
MISSOURI,Harrison,8,2,0,0,6,49,8,37,4,1
MISSOURI,Henry,40,0,3,1,36,362,130,213,19,2
MISSOURI,Hickory,1,0,1,0,0,137,55,77,5,0
MISSOURI,Holt,3,0,0,0,3,72,29,38,5,0
MISSOURI,Howard,6,0,1,0,5,38,11,24,3,2
MISSOURI,Howell,33,1,0,1,31,377,123,222,32,4
MISSOURI,Iron,45,1,1,3,40,62,29,25,8,0
MISSOURI,Johnson,17,1,1,0,15,393,124,246,23,0
MISSOURI,Knox,0,0,0,0,0,38,15,23,0,2
MISSOURI,Laclede,85,1,4,0,80,274,71,182,21,4
MISSOURI,Lawrence,64,1,1,1,61,477,211,237,29,1
MISSOURI,Lewis,2,0,1,1,0,57,26,24,7,1
MISSOURI,Linn,6,0,0,0,6,73,35,35,3,0
MISSOURI,Livingston,3,0,0,0,3,51,21,29,1,1
MISSOURI,Macon,18,0,1,0,17,126,59,65,2,1
MISSOURI,Madison,8,0,0,0,8,52,12,34,6,0
MISSOURI,Maries,15,0,2,1,12,84,33,46,5,1
MISSOURI,Marion,8,1,0,0,7,199,27,161,11,0
MISSOURI,Mercer,1,0,0,0,1,20,7,12,1,0
MISSOURI,Miller,18,0,4,0,14,289,113,168,8,1
MISSOURI,Mississippi,10,0,0,1,9,52,19,30,3,2
MISSOURI,Monroe,4,0,1,0,3,45,15,25,5,1
MISSOURI,Montgomery,3,0,0,0,3,61,20,37,4,0
MISSOURI,Morgan,97,3,0,1,93,280,126,133,21,0
MISSOURI,New Madrid,22,2,1,1,18,53,17,31,5,3
MISSOURI,Nodaway,13,0,3,1,9,101,34,58,9,0
MISSOURI,Oregon,22,1,0,1,20,55,23,32,0,2
MISSOURI,Ozark,30,1,2,2,25,139,82,55,2,1
MISSOURI,Pemiscot,15,0,1,3,11,122,47,68,7,0
MISSOURI,Perry,12,0,0,0,12,75,28,41,6,1
MISSOURI,Pettis,16,0,1,1,14,349,117,207,25,1
MISSOURI,Phelps,49,0,6,1,42,433,104,305,24,0
MISSOURI,Pike,9,0,0,0,9,133,53,69,11,0
MISSOURI,Pulaski,154,3,12,9,130,512,221,265,26,2
MISSOURI,Putnam,0,0,0,0,0,11,5,6,0,0
MISSOURI,Ralls,6,0,0,0,6,143,36,99,8,0
MISSOURI,Randolph,9,0,2,1,6,92,28,62,2,3
MISSOURI,Reynolds,22,3,0,0,19,78,32,41,5,6
MISSOURI,Ripley,27,0,0,0,27,263,59,192,12,0
MISSOURI,Saline,4,0,0,0,4,92,36,45,11,0
MISSOURI,Schuyler,3,0,0,0,3,26,6,19,1,1
MISSOURI,Scotland,3,0,0,0,3,55,17,36,2,0
MISSOURI,Scott,17,0,0,1,16,83,29,48,6,0
MISSOURI,Shannon,10,0,2,0,8,59,11,42,6,0
MISSOURI,Shelby,5,0,0,0,5,34,9,23,2,0
MISSOURI,St. Clair,9,0,0,1,8,179,65,112,2,0
